donde_estas_trabajando,dedicacion,tipo_de_contrato,ultimo_salario_mensual_o_retiro_bruto_en_tu_moneda_local,trabajo_de,anos_de_experiencia,plataformas_que_utilizas_en_tu_puesto_actual,lenguajes_de_programacion_o_tecnologias_que_utilices_en_tu_puesto_actual,frameworksherramientas_y_librerias_que_utilices_en_tu_puesto_actual,bases_de_datos,qa_testing,tengo_edad,me_identifico_genero,seniority
Córdoba,Full-Time,Staff (planta permanente),1150000,Consultant,15,"Azure, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,49,Hombre Cis,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),900000,Developer,1,Azure,".NET, C#, CSS, Javascript, SQL, TypeScript","Next.js, Node.js, React.js",MySQL,Ninguna de las anteriores,29,Mujer Cis,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2400000,SysAdmin / DevOps / SRE,8,"Docker, Kubernetes, Linux, OpenShift, VMWare, Windows Server","Bash/Shell, Python, SQL",Ninguno de los anteriores,"ElasticSearch, Microsoft SQL Server, Redis",Ninguna de las anteriores,28,Hombre Cis,Senior
Jujuy,Full-Time,Staff (planta permanente),1380000,Developer,4,"Amazon Web Services, Docker, Linux","Bash/Shell, Javascript, PHP, SQL","React.js, Symfony","Amazon RDS/Aurora, MySQL, Redis","Jest, PHPUnit",28,Hombre Cis,Semi-Senior
Mendoza,Full-Time,Contractor,2000000,Data Scientist,5,"Amazon Web Services, Azure, Google Cloud Platform, Linux",Python,"Spark, TensorFlow","Amazon Redshift, Apache Hive, Microsoft Azure (Tables, CosmosDB, SQL, etc)",Ninguna de las anteriores,35,Hombre Cis,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1350000,BI Analyst / Data Analyst,5,Ninguna de las anteriores,"Python, SQL",Ninguno de los anteriores,"Oracle, SQLite",Ninguna de las anteriores,27,Hombre Cis,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1550000,Developer,7,"Linux, Microcontroladores",C,Ninguno de los anteriores,"MariaDB, Microsoft SQL Server, MySQL",Ninguna de las anteriores,29,Hombre Cis,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1560000,SysAdmin / DevOps / SRE,15,"Azure, SAP, VMWare, Windows Server","Bash/Shell, SQL",Ninguno de los anteriores,"MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL, PostgreSQL",Ninguna de las anteriores,34,Hombre Cis,Senior
Entre Ríos,Full-Time,Staff (planta permanente),2400000,Developer,14,"Azure, Solaris, Windows Server","COBOL, SQL",Ninguno de los anteriores,Oracle,Ninguna de las anteriores,45,Mujer Cis,Senior
Buenos Aires,Full-Time,Staff (planta permanente),1500000,Networking,3,"Linux, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,28,Mujer Cis,Semi-Senior
Santa Fe,Full-Time,Contractor,1480000,Developer,4,"Docker, Linux",".NET, Javascript, PHP",Angular,"Informix, MariaDB, MySQL",Ninguna de las anteriores,35,Hombre Cis,Semi-Senior
Río Negro,Full-Time,Staff (planta permanente),768627,HelpDesk,7,"Azure, Google Cloud Platform, GLPI, Microtik",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,28,Hombre Cis,Senior
Jujuy,Full-Time,Staff (planta permanente),2000000,Technical Leader,9,"Amazon Web Services, Docker, Firebase, Google Cloud Platform, Linux","CSS, HTML, Javascript, PHP, Python, SQL, TypeScript","Angular, Bootstrap, jQuery, Laravel, Vue.js","Amazon RDS/Aurora, MySQL, Redis",PHPUnit,33,Hombre Cis,Senior
Buenos Aires,Part-Time,Staff (planta permanente),1100000,Docente,12,Ninguna de las anteriores,VBA,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,47,Hombre Cis,Senior
Buenos Aires,Full-Time,Staff (planta permanente),1600000,Manager / Director,8,"Azure, Windows Server",".NET, Python, SQL",.NET Core,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server","Ninguna de las anteriores, ",48,Hombre Cis,Senior
Santa Fe,Full-Time,Staff (planta permanente),1600000,Data Engineer,6,"Docker, Google Cloud Platform","Python, SQL",Flask,Google Cloud Storage,Postman,30,Mujer Cis,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1500000,SysAdmin / DevOps / SRE,5,"Amazon Web Services, Docker, Linux","Bash/Shell, Java, Javascript, SQL",Node.js,"Amazon RDS/Aurora, ElasticSearch, MongoDB, MySQL",Postman,29,Hombre Cis,Semi-Senior
Santa Cruz,Full-Time,Staff (planta permanente),361721,Developer,4,Docker,"CSS, Javascript, PHP, SQL",Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,25,Hombre Cis,Semi-Senior
Buenos Aires,Full-Time,Staff (planta permanente),1400000,Business Analyst,7,"Azure, Windows Server",".NET, Bash/Shell, CSS, HTML, Javascript, SQL",Angular,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, Oracle",Ninguna de las anteriores,28,Hombre Cis,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3300000,Technical Leader,2,"Docker, Firebase, Kubernetes, OpenStack","Bash/Shell, CSS, HTML, Javascript, TypeScript","Angular, Bootstrap, Cordova, Node.js",Ninguna de las anteriores,Cypress,40,Mujer Cis,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4600000,Networking,20,"Amazon Web Services, Linux","Bash/Shell, Python","Django, Flask","MariaDB, Microsoft SQL Server, MongoDB, MySQL, SQLite",Postman,42,Hombre Cis,Senior
Buenos Aires,Full-Time,Contractor,1300000,Manager / Director,14,"Linux, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,35,Mujer Cis,Senior
Santa Fe,Full-Time,Staff (planta permanente),2300000,Developer,8,Linux,"Java, Javascript, SQL, TypeScript","Hibernate, React.js, Spring",MySQL,"Cypress, Jest",30,Hombre Cis,Senior
Buenos Aires,Full-Time,Staff (planta permanente),2100000,Manager / Director,1,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,38,Hombre Cis,Junior
Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),6200000,Data Scientist,0,"Ninguna de las anteriores, Microsoft Office","Ninguno de los anteriores, Microsoft Excel","Ninguno de los anteriores, ChatGPT","Ninguna de las anteriores, Microsoft Access",Ninguna de las anteriores,20,Mujer Cis,Junior
Buenos Aires,Full-Time,Staff (planta permanente),1880000,Networking,13,"Linux, VMWare",Python,Ninguno de los anteriores,"MariaDB, MySQL",Ninguna de las anteriores,32,Hombre Cis,Senior
Córdoba,Full-Time,Staff (planta permanente),2400000,QA / Tester,1,"Azure, Windows Server, syteline,cpq,tableau","VBA, powershell",Ninguno de los anteriores,Microsoft SQL Server,Postman,29,Prefiero no decir,Junior
Santa Fe,Full-Time,Staff (planta permanente),1600000,Manager / Director,30,Ninguna de las anteriores,"CSS, HTML, Javascript, PHP, SQL","Bootstrap, jQuery, WordPress","Google Cloud Storage, MariaDB, MySQL, Redis",Ninguna de las anteriores,46,Hombre Cis,Senior
Córdoba,Full-Time,Staff (planta permanente),1507529,SysAdmin / DevOps / SRE,21,"AIX, HP-UX, Linux, Solaris, VMWare","Bash/Shell, Python, R",Nop,Nop,Nop,45,Hombre Cis,Senior
Buenos Aires,Full-Time,Staff (planta permanente),450000,Technical Support,15,"Docker, Linux, OpenStack, VMWare, Windows Server","C, C++, PHP, Python, SQL","Bootstrap, WordPress","MySQL, Oracle, PostgreSQL, ProxySQL, SQLite",Visual Studio Coded UI,45,Hombre Cis,Senior
Córdoba,Full-Time,Staff (planta permanente),800000,Developer,4,Azure,".NET, C#, HTML, Javascript, SQL, TypeScript",".NET Core, jQuery, React.js","Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",Xunit,27,Hombre Cis,Semi-Senior
Santiago del Estero,Full-Time,Staff (planta permanente),550000,Networking,15,"Google Cloud Platform, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,37,Hombre Cis,Senior
Ciudad Autónoma de Buenos Aires,Part-Time,Contractor,1000000,Manager / Director,3,"Amazon Web Services, Docker, Kubernetes, Linux","Bash/Shell, CSS, HTML, Javascript, TypeScript","jQuery, Node.js, React.js","MongoDB, PostgreSQL","Jest, JUnit",30,Mujer Cis,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2100000,SysAdmin / DevOps / SRE,4,"Azure, Docker, Kubernetes, Linux, OpenShift, VMWare","Bash/Shell, Python, SQL",Ninguno de los anteriores,"ElasticSearch, MongoDB, Redis",Ninguna de las anteriores,27,Hombre Cis,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3500000,Manager / Director,26,"Amazon Web Services, SAP",Ninguno de los anteriores,"SAP, SAP Hana",HANA,Ninguna de las anteriores,42,Hombre Cis,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2500000,Infosec,20,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,50,Mujer Cis,Senior
Buenos Aires,Full-Time,Contractor,850000,BI Analyst / Data Analyst,6,Amazon Web Services,Python,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,35,Mujer Cis,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2950000,Data Scientist,5,Google Cloud Platform,SQL,Ninguno de los anteriores,Google Cloud Storage,Ninguna de las anteriores,28,Mujer Cis,Semi-Senior
Santa Fe,Full-Time,Staff (planta permanente),2000000,Business Analyst,25,"Azure, Google Cloud Platform, SAP, Windows Server","Java, SQL",Ninguno de los anteriores,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",Ninguna de las anteriores,49,Hombre Cis,Senior
Catamarca,Full-Time,Staff (planta permanente),400000,Developer,2,Ninguna de las anteriores,Java,Serenity,Ninguna de las anteriores,"Appium, Cucumber, Selenium, Serenity",33,Mujer Cis,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3500000,DBA (Database Administrator),27,"Amazon Web Services, Docker, Linux, Windows Server","Bash/Shell, Python, SQL",Ninguno de los anteriores,"Amazon RDS/Aurora, Microsoft SQL Server, MongoDB, MySQL, PostgreSQL, Redis",Ninguna de las anteriores,56,Hombre Cis,Senior
Santa Fe,Full-Time,Staff (planta permanente),2350000,Developer,14,"Azure, Docker",".NET, C#, SQL",".NET Core, Akka","Microsoft SQL Server, Redis","Postman, SoapUI, Xunit",41,Hombre Cis,Senior
San Luis,Full-Time,Staff (planta permanente),1800000,SysAdmin / DevOps / SRE,12,"Arduino o similar, Windows Server","Arduino, HTML, Java, PHP, SQL, TypeScript","Angular, Bootstrap, Laravel, Spring","MySQL, PostgreSQL",Ninguna de las anteriores,42,Hombre Cis,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2957000,SysAdmin / DevOps / SRE,12,"Docker, Kubernetes, Linux, VMWare, Windows Server",Bash/Shell,Ninguno de los anteriores,"ElasticSearch, Informix, MariaDB, MongoDB, MySQL, Redis",Ninguna de las anteriores,30,Hombre Cis,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1000000,Manager / Director,2,Google Cloud Platform,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,33,Mujer Cis,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1100000,Sales / Pre-Sales,1,"IBM Cloud / Watson, Huawei Cloud",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,31,Hombre Cis,Junior
Córdoba,Full-Time,Staff (planta permanente),2300000,Developer,20,"Linux, VMWare, Windows Server","Bash/Shell, CSS, HTML, Javascript, PHP, SQL","jQuery, Node.js","Microsoft SQL Server, MongoDB, PostgreSQL, Redis, SQLite",Ninguna de las anteriores,42,Hombre Cis,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4000000,Manager / Director,18,"Amazon Web Services, Azure, Google Cloud Platform, VMWare, Windows Server",".NET, C, C++, C#, CSS, HTML, Javascript, Scala, Smalltalk, SQL, VBA",".NET Core, WordPress","Microsoft SQL Server, MongoDB, MySQL, Neo4j, SQLite",Ninguna de las anteriores,37,Hombre Cis,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2600000,Sales / Pre-Sales,14,"Amazon Web Services, Azure, Docker, Google Cloud Platform, Kubernetes, Linux, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,"ElasticSearch, Google Cloud Storage, HANA, MariaDB, MongoDB, MySQL",Ninguna de las anteriores,37,Hombre Cis,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2323800,SysAdmin / DevOps / SRE,21,"Linux, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,43,Hombre Cis,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2600000,Developer,13,"Docker, Linux","Java, SQL","Spring, Micronaut","MySQL, Oracle, Redis","JUnit, Postman",32,Hombre Cis,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1700000,Developer,5,"Azure, Docker","CSS, HTML, Javascript","Bootstrap, Cordova, Node.js, React.js",Microsoft SQL Server,"Jest, JUnit, Mocha, Postman, Visual Studio Coded UI",33,Hombre Cis,Semi-Senior
Santa Fe,Full-Time,Staff (planta permanente),1700000,QA / Tester,10,Azure,".NET, C#, SQL",Ninguno de los anteriores,Microsoft SQL Server,"NUnit, Selenium, Visual Studio Coded UI",33,Hombre Cis,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),610000,SysAdmin / DevOps / SRE,0,"Linux, Microcontroladores, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,26,Hombre Cis,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1451960,Developer,2,"Amazon Web Services, Azure, Docker, Serverless, Windows Server","Bash/Shell, CSS, HTML, Javascript, SQL, TypeScript","Node.js, React.js",PostgreSQL,"Jest, Postman",25,Hombre Cis,Junior
Buenos Aires,Full-Time,Staff (planta permanente),3156000,Developer,3,Android,"Groovy, Java, Kotlin",Ninguno de los anteriores,Ninguna de las anteriores,JUnit,34,Hombre Cis,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1070000,Business Analyst,11,Ninguna de las anteriores,"Java, SQL",Ninguno de los anteriores,Oracle,"Postman, SoapUI",32,Hombre Cis,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1700000,Developer,7,"Amazon Web Services, Windows Server",".NET, C#, CSS, HTML, Javascript, PHP, SQL",".NET Core, Bootstrap, jQuery, Laravel, Node.js, React.js, Vue.js","Amazon RDS/Aurora, Microsoft SQL Server, MySQL, SQLite","Cypress, Selenium",27,Hombre Cis,Senior
Buenos Aires,Full-Time,Staff (planta permanente),2313000,Manager / Director,10,Azure,"HTML, Javascript, PHP, SQL",WordPress,"Microsoft SQL Server, MySQL",Postman,42,Hombre Cis,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1297000,Data Engineer,4,"Azure, Google Cloud Platform, SAP",SQL,.NET Core,"Microsoft SQL Server, Sybase",Ninguna de las anteriores,33,Hombre Cis,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1500000,Manager / Director,3,"Amazon Web Services, Azure, SAP, Windows Server","ABAP, Python","SAP, SAP Hana","HANA, Microsoft SQL Server",Ninguna de las anteriores,30,Hombre Cis,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3500000,Technical Leader,10,"Amazon Web Services, Docker, Kubernetes, Linux","CSS, HTML, Java, Javascript, Kotlin, Python, SQL","Bootstrap, Django, Next.js, React.js, Spring","Amazon RDS/Aurora, Microsoft SQL Server, PostgreSQL, Redis","Cypress, Postman",32,Hombre Cis,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1050000,Infosec,2,"Qradar, Wazuh, XDR, Proxy, DNS, FortiAnalyzer, Sandbox y más consolas","Bash/Shell, Python",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,27,Hombre Cis,Junior
Buenos Aires,Full-Time,Staff (planta permanente),877230.62,SysAdmin / DevOps / SRE,1,"Docker, Google Cloud Platform, Kubernetes, Linux, mRemoteNG","Bash/Shell, SQL",Ninguno de los anteriores,"MariaDB, MongoDB, MySQL",Ninguna de las anteriores,28,Hombre Cis,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1000000,Developer,3,Windows Server,"Java, SQL",Spring,Microsoft SQL Server,Postman,26,Hombre Cis,Semi-Senior
Buenos Aires,Full-Time,Staff (planta permanente),1052000,Developer,20,"Amazon Web Services, Linux","HTML, Javascript, PHP, SQL, TypeScript","Angular, Next.js, Yii 2","MySQL, PostgreSQL",Ninguna de las anteriores,47,Hombre Cis,Senior
Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1270000,QA / Tester,3,Ninguna de las anteriores,"Java, SQL","spring boot, rest assured",MongoDB,"JUnit, Postman, SoapUI, testng, maven, gradle",28,Hombre Cis,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1500000,Developer,5,Ninguna de las anteriores,".NET, C#, TypeScript",".NET Core, Angular, React.js","Microsoft SQL Server, MongoDB",Ninguna de las anteriores,37,Hombre Cis,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),500000,BI Analyst / Data Analyst,0,"Ninguna de las anteriores, Excel",Ninguno de los anteriores,Ninguno de los anteriores,"Ninguna de las anteriores, Excel",Ninguna de las anteriores,21,Hombre Cis,Junior
Buenos Aires,Full-Time,Staff (planta permanente),2926303,Developer,8,Serverless,"CSS, HTML, Javascript, TypeScript",React.js,Ninguna de las anteriores,Ninguna de las anteriores,36,Hombre Cis,Senior
Tucumán,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1150000,Data Engineer,1,"Azure, Databricks","Python, SQL",Spark,Ninguna de las anteriores,Postman,27,Hombre Cis,Junior
Córdoba,Full-Time,Staff (planta permanente),1170000,SysAdmin / DevOps / SRE,25,"Amazon Web Services, Linux","Bash/Shell, HTML, Javascript, PHP, SQL","Laravel, Node.js, Vue.js","Amazon RDS/Aurora, ElasticSearch, MariaDB, MySQL",PHPUnit,43,Hombre Cis,Senior
Córdoba,Full-Time,Staff (planta permanente),1331000,SysAdmin / DevOps / SRE,3,"Azure, VMWare, Windows Server",Bash/Shell,Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,28,Hombre Cis,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1650000,SysAdmin / DevOps / SRE,5,"Amazon Web Services, Azure, Linux","Bash/Shell, Python",Hadoop,"Amazon DynamoDB, ElasticSearch, Google Cloud Storage, MariaDB, PostgreSQL",Ninguna de las anteriores,36,Hombre Cis,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2000000,BI Analyst / Data Analyst,6,SAP,SQL,"SAP Hana, SAP BW4HANA",HANA,Ninguna de las anteriores,29,Mujer Cis,Senior
Buenos Aires,Full-Time,Freelance,3000000,Manager / Director,7,"Amazon Web Services, Linux","CSS, HTML, Javascript, PHP, SQL","Bootstrap, CodeIgniter, jQuery, Laravel","MySQL, PostgreSQL",Ninguna de las anteriores,36,Mujer Cis,Senior
Formosa,Full-Time,Staff (planta permanente),1800000,Developer,5,Ninguna de las anteriores,"SQL, pl/sql",Ninguno de los anteriores,Oracle,Ninguna de las anteriores,27,Hombre Cis,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1985000,Infosec,7,"Azure, Linux, VMWare, Windows Server, Tenable, alienvault",Ninguno de los anteriores,Ninguno de los anteriores,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",Ninguna de las anteriores,35,Hombre Cis,Senior
